% This file contains sea ice cover data used in Eisenman et al. (2014).
% 
% The file contains monthly-mean values of Southern Hemisphere ice area and ice
% extent generated from Bootstrap Version 1 (v1) and Bootstrap Version 2 (v2)
% daily ice concentration fields. The v2 daily ice concentration fields were
% downloaded from http://nsidc.org/data/nsidc-0079, the v1 daily ice concentration
% fields were acquired by request from NSIDC User Services (who gave me permission
% to share our processed version of this data), and our computation of ice extent
% and ice area from these fields is outlined in Sec. 2 of the paper and described
% in more detail in Sec. S1 of the paper's Supplement. Note that this v1 dataset
% ends in 12/2004 (values after this are given as NaN in the table below), and
% this v2 dataset ends in 12/2012.
% 
% The columns are as follows: (1) year, (2) month, (3) v1 ice extent,
% (4) v2 ice extent, (5) v1 ice area, (6) v2 ice area.
% 
% Please feel free contact me with any questions, etc:
% Ian Eisenman <eisenman@ucsd.edu>
% 
% Reference: Eisenman, Meier, and Norris (2014). A spurious jump in the satellite
% record: has Antarctic sea ice expansion been overestimated?  The Cryosphere 8, 
% 1289-1296.
% 
1978	11	16.742	15.845	13.271	13.1
1978	12	11.267	10.529	7.8124	7.8584
1979	1	6.0753	5.5183	3.8168	3.8436
1979	2	3.6662	3.233	2.3632	2.4196
1979	3	4.431	4.1469	3.0534	3.0669
1979	4	7.9309	7.6132	6.014	6.0487
1979	5	11.185	10.935	8.9869	9.2827
1979	6	14.672	14.313	12.082	12.312
1979	7	17.022	16.627	14.196	14.54
1979	8	18.275	17.822	15.082	15.428
1979	9	18.779	18.275	15.532	15.827
1979	10	18.422	17.922	15.158	15.371
1979	11	16.038	15.45	12.506	12.587
1979	12	10.083	9.3303	6.7698	6.7617
1980	1	5.2194	4.7321	3.4424	3.4578
1980	2	3.3946	3.0146	2.1199	2.156
1980	3	3.832	3.4654	2.5171	2.4405
1980	4	5.9474	5.6013	4.2727	4.2719
1980	5	9.3462	8.9947	7.2784	7.417
1980	6	13.071	12.589	10.583	10.685
1980	7	16.127	15.699	13.365	13.593
1980	8	18.339	17.938	15.268	15.614
1980	9	19.408	18.95	16.239	16.521
1980	10	19.156	18.652	15.885	16.15
1980	11	16.911	16.292	13.249	13.339
1980	12	11.045	10.281	7.3985	7.4558
1981	1	5.0009	4.5222	3.2124	3.2174
1981	2	3.4498	3.0098	2.0636	2.1227
1981	3	3.9272	3.5794	2.5272	2.5583
1981	4	6.3032	5.9826	4.6254	4.6862
1981	5	9.7998	9.4528	7.8073	7.9179
1981	6	13.661	13.248	11.128	11.308
1981	7	16.606	16.175	13.891	14.138
1981	8	18.315	17.865	15.397	15.635
1981	9	19.197	18.711	16.179	16.416
1981	10	18.922	18.404	15.797	15.998
1981	11	16.79	16.237	13.436	13.584
1981	12	11.81	11.022	8.0121	8.066
1982	1	5.8942	5.3875	3.7469	3.7602
1982	2	3.6893	3.2656	2.2692	2.3188
1982	3	4.8057	4.4463	3.2768	3.3039
1982	4	8.1382	7.81	6.3155	6.3992
1982	5	11.252	10.879	9.0939	9.2449
1982	6	13.927	13.538	11.532	11.775
1982	7	16.361	16.032	13.685	13.979
1982	8	18.41	17.942	15.63	15.854
1982	9	18.941	18.437	15.86	16.184
1982	10	18.443	17.909	15.19	15.411
1982	11	16.344	15.658	12.592	12.713
1982	12	10.029	9.3455	7.0113	7.0599
1983	1	5.3784	4.9184	3.5592	3.5582
1983	2	3.7011	3.2644	2.3218	2.2188
1983	3	4.5737	4.1934	3.1001	2.9232
1983	4	6.9857	6.6518	5.3243	5.2725
